selection_id,selection_group,pair_id,source_file,source_row,instance_id,repository,model_name,target,exit_status,issue_title,message_count,ai_turns,valid_cycles,length_band,complete_cycle_ratio,mean_thought_chars,action_categories,patch_chars,eval_log_chars,quality_score,selection_reason
CASE-0089,paired,P19,train-00002-of-00012.jsonl,3534,barrust__pyspellchecker-101,barrust__pyspellchecker,swe-agent-llama-8b,True,submitted,Case Sensitive bug,41,20,19,10-19,0.95,379.47,edit|inspect|other|test,852,4998,86.75,matched success/failure trajectory for the same task and model
CASE-0090,paired,P19,train-00002-of-00012.jsonl,3563,barrust__pyspellchecker-101,barrust__pyspellchecker,swe-agent-llama-8b,False,submitted (exit_context),Case Sensitive bug,77,38,37,20-39,0.973684,537.54,edit|inspect|other|test,2008,5126,96.105,matched success/failure trajectory for the same task and model
CASE-0091,paired,P20,train-00011-of-00012.jsonl,3117,nipy__nipype-3325,nipy__nipype,swe-agent-llama-8b,True,submitted (exit_context),"fsl randomise f_only flag contains typo, can't work",321,160,159,40+,0.99375,307.7,edit|inspect|other|test,1039,1951,94.698,matched success/failure trajectory for the same task and model
CASE-0092,paired,P20,train-00011-of-00012.jsonl,3169,nipy__nipype-3325,nipy__nipype,swe-agent-llama-8b,False,submitted,"fsl randomise f_only flag contains typo, can't work",55,27,26,20-39,0.962963,265.35,edit|inspect|other|test,782,1974,88.026,matched success/failure trajectory for the same task and model
CASE-0093,paired,P21,train-00011-of-00012.jsonl,5359,ebmdatalab__datalab-pandas-29,ebmdatalab__datalab-pandas,swe-agent-llama-8b,True,submitted (exit_context),`bq.cached_read` fails confusingly if parent directory doesn't exist,65,32,31,20-39,0.96875,272.16,edit|inspect|test,1217,2049,88.807,matched success/failure trajectory for the same task and model
CASE-0094,paired,P21,train-00011-of-00012.jsonl,5378,ebmdatalab__datalab-pandas-29,ebmdatalab__datalab-pandas,swe-agent-llama-8b,False,submitted (exit_context),`bq.cached_read` fails confusingly if parent directory doesn't exist,103,51,50,40+,0.980392,278.38,edit|inspect|test,1575,2252,93.66,matched success/failure trajectory for the same task and model
CASE-0095,paired,P22,train-00007-of-00012.jsonl,256,corteva__rioxarray-388,corteva__rioxarray,swe-agent-llama-8b,True,submitted (exit_context),IndexError on compute() when using mask_and_scale=True and dask chunking along band dimension,73,36,34,20-39,0.944444,225.74,edit|inspect|other|run,1362,12318,86.616,matched success/failure trajectory for the same task and model
CASE-0096,paired,P22,train-00007-of-00012.jsonl,236,corteva__rioxarray-388,corteva__rioxarray,swe-agent-llama-8b,False,submitted (exit_context),IndexError on compute() when using mask_and_scale=True and dask chunking along band dimension,83,41,40,40+,0.97561,364.75,edit|inspect|other|run,857,12244,93.634,matched success/failure trajectory for the same task and model
CASE-0097,paired,P23,train-00004-of-00012.jsonl,5955,seequent__pure_interface-54,seequent__pure_interface,swe-agent-llama-8b,True,submitted (exit_context),PI does not work with __init_subclass__ with kwargs,73,36,35,20-39,0.972222,430.8,edit|inspect|test,2691,2033,93.083,matched success/failure trajectory for the same task and model
CASE-0098,paired,P23,train-00004-of-00012.jsonl,5961,seequent__pure_interface-54,seequent__pure_interface,swe-agent-llama-8b,False,submitted (exit_context),PI does not work with __init_subclass__ with kwargs,65,32,31,20-39,0.96875,447.9,edit|inspect|other|run,1470,2458,89.031,matched success/failure trajectory for the same task and model
CASE-0099,paired,P24,train-00005-of-00012.jsonl,1879,pypa__hatch-422,pypa__hatch,swe-agent-llama-8b,True,submitted (exit_context),`hatch version <new-version>` fails when any custom metadata hook is installed,101,50,49,40+,0.98,291.9,edit|inspect|run,1053,2113,90.04,matched success/failure trajectory for the same task and model
CASE-0100,paired,P24,train-00005-of-00012.jsonl,1817,pypa__hatch-422,pypa__hatch,swe-agent-llama-8b,False,submitted (exit_context),`hatch version <new-version>` fails when any custom metadata hook is installed,95,47,46,40+,0.978723,298.59,edit|inspect|other|run,1041,1841,92.212,matched success/failure trajectory for the same task and model
CASE-0101,paired,P25,train-00011-of-00012.jsonl,5070,alerta__python-alerta-client-205,alerta__python-alerta-client,swe-agent-llama-8b,True,submitted,`alerta heartbeats --alert` broken,31,15,14,10-19,0.933333,312.79,edit|inspect|other|test,640,1867,80.937,matched success/failure trajectory for the same task and model
CASE-0102,paired,P25,train-00011-of-00012.jsonl,5074,alerta__python-alerta-client-205,alerta__python-alerta-client,swe-agent-llama-8b,False,submitted (exit_context),`alerta heartbeats --alert` broken,87,43,41,40+,0.953488,295.22,edit|inspect|other|run|test,3053,2488,97.737,matched success/failure trajectory for the same task and model
CASE-0103,paired,P26,train-00003-of-00012.jsonl,2257,magmax__python-inquirer-526,magmax__python-inquirer,swe-agent-llama-8b,True,submitted,Tuples as list choices can't be hashed when containing a dict,79,39,38,20-39,0.974359,267.18,edit|inspect|other|run,2512,3038,90.249,matched success/failure trajectory for the same task and model
CASE-0104,paired,P26,train-00003-of-00012.jsonl,2249,magmax__python-inquirer-526,magmax__python-inquirer,swe-agent-llama-8b,False,submitted (exit_context),Tuples as list choices can't be hashed when containing a dict,77,38,37,20-39,0.973684,419.41,edit|inspect|run,7905,2855,90.105,matched success/failure trajectory for the same task and model
CASE-0105,paired,P27,train-00001-of-00012.jsonl,4318,3YOURMIND__django-migration-linter-258,3YOURMIND__django-migration-linter,swe-agent-llama-8b,True,submitted (exit_context),Adding an index with a NOT NULL condition incorrectly triggers NOT_NULL rule,93,46,44,40+,0.956522,316.41,edit|inspect|run,1496,5375,90.388,matched success/failure trajectory for the same task and model
CASE-0106,paired,P27,train-00001-of-00012.jsonl,4320,3YOURMIND__django-migration-linter-258,3YOURMIND__django-migration-linter,swe-agent-llama-8b,False,submitted (exit_context),Adding an index with a NOT NULL condition incorrectly triggers NOT_NULL rule,89,44,43,40+,0.977273,642.72,edit|inspect|run,638,5178,91.659,matched success/failure trajectory for the same task and model
CASE-0107,paired,P28,train-00000-of-00012.jsonl,31,Melevir__cognitive_complexity-15,Melevir__cognitive_complexity,swe-agent-llama-8b,True,submitted,Incorrect counting for sequences of binary logical operators,31,15,14,10-19,0.933333,486.29,edit|inspect|test,892,3314,80.0,matched success/failure trajectory for the same task and model
CASE-0108,paired,P28,train-00000-of-00012.jsonl,51,Melevir__cognitive_complexity-15,Melevir__cognitive_complexity,swe-agent-llama-8b,False,submitted (exit_context),Incorrect counting for sequences of binary logical operators,89,44,43,40+,0.977273,850.33,edit|inspect|other|test,1862,3461,97.659,matched success/failure trajectory for the same task and model
CASE-0109,paired,P29,train-00004-of-00012.jsonl,106,ShawHahnLab__igseq-57,ShawHahnLab__igseq,swe-agent-llama-8b,True,submitted (exit_context),tree color-coding crashes when exactly one set is defined,83,41,40,40+,0.97561,259.6,edit|inspect|run,1661,2489,89.051,matched success/failure trajectory for the same task and model
CASE-0110,paired,P29,train-00004-of-00012.jsonl,101,ShawHahnLab__igseq-57,ShawHahnLab__igseq,swe-agent-llama-8b,False,submitted (exit_context),tree color-coding crashes when exactly one set is defined,77,38,37,20-39,0.973684,244.84,edit|inspect|run,2074,2606,87.101,matched success/failure trajectory for the same task and model
CASE-0111,paired,P30,train-00005-of-00012.jsonl,4662,rubik__radon-212,rubik__radon,swe-agent-llama-8b,True,submitted,Incorrect CC for try-except-else else blocks containing multiple statements,39,19,18,10-19,0.947368,241.94,edit|inspect|other|run,1388,13228,79.123,matched success/failure trajectory for the same task and model
CASE-0112,paired,P30,train-00005-of-00012.jsonl,4659,rubik__radon-212,rubik__radon,swe-agent-llama-8b,False,submitted,Incorrect CC for try-except-else else blocks containing multiple statements,71,35,34,20-39,0.971429,500.59,edit|inspect|other|run|test,607,13229,96.571,matched success/failure trajectory for the same task and model
CASE-0113,paired,P31,train-00011-of-00012.jsonl,5222,astropy__astroquery-2444,astropy__astroquery,swe-agent-llama-8b,True,submitted (exit_context),SvoFps.get_filter_index unit conversion issue?,89,44,40,40+,0.909091,153.85,edit|inspect|other|run,2686,2649,87.032,matched success/failure trajectory for the same task and model
CASE-0114,paired,P31,train-00011-of-00012.jsonl,5240,astropy__astroquery-2444,astropy__astroquery,swe-agent-llama-8b,False,submitted (exit_context),SvoFps.get_filter_index unit conversion issue?,89,44,43,40+,0.977273,207.35,edit|inspect|other|run,1969,2490,89.583,matched success/failure trajectory for the same task and model
CASE-0115,paired,P32,train-00008-of-00012.jsonl,5632,zalando-stups__pierone-cli-37,zalando-stups__pierone-cli,swe-agent-llama-8b,True,submitted,pierone fails with backtrace when the CVE status is COULDNT_FIGURE_OUT,39,19,18,10-19,0.947368,555.22,edit|inspect|other,797,2017,80.211,matched success/failure trajectory for the same task and model
CASE-0116,paired,P32,train-00008-of-00012.jsonl,5661,zalando-stups__pierone-cli-37,zalando-stups__pierone-cli,swe-agent-llama-8b,False,submitted (exit_context),pierone fails with backtrace when the CVE status is COULDNT_FIGURE_OUT,83,41,40,40+,0.97561,421.65,edit|inspect|other|run,820,2108,93.634,matched success/failure trajectory for the same task and model
CASE-0117,paired,P33,train-00000-of-00012.jsonl,981,ppizarror__pygame-menu-357,ppizarror__pygame-menu,swe-agent-llama-8b,True,submitted (exit_context),RangeSlider assertion error when modifying minimum range value,65,32,31,20-39,0.96875,179.32,edit|inspect|run,1802,3542,82.155,matched success/failure trajectory for the same task and model
CASE-0118,paired,P33,train-00000-of-00012.jsonl,990,ppizarror__pygame-menu-357,ppizarror__pygame-menu,swe-agent-llama-8b,False,submitted (exit_context),RangeSlider assertion error when modifying minimum range value,235,117,116,40+,0.991453,522.21,edit|inspect|other|run,826,3538,91.872,matched success/failure trajectory for the same task and model
CASE-0119,paired,P34,train-00006-of-00012.jsonl,4768,simphony__tornado-webapi-19,simphony__tornado-webapi,swe-agent-llama-8b,True,submitted (exit_context),Change BadRequest error to BadRepresentation,75,37,33,20-39,0.891892,362.61,edit|inspect|other|test,3010,2824,92.878,matched success/failure trajectory for the same task and model
CASE-0120,paired,P34,train-00006-of-00012.jsonl,4764,simphony__tornado-webapi-19,simphony__tornado-webapi,swe-agent-llama-8b,False,submitted,Change BadRequest error to BadRepresentation,37,18,17,10-19,0.944444,344.82,edit|inspect,1468,2737,77.519,matched success/failure trajectory for the same task and model
CASE-0121,paired,P35,train-00006-of-00012.jsonl,2999,oduwsdl__MementoEmbed-131,oduwsdl__MementoEmbed,swe-agent-llama-8b,True,submitted,Exception while searching for favicon,35,17,16,10-19,0.941176,239.19,edit|inspect|other|test,631,2380,81.952,matched success/failure trajectory for the same task and model
CASE-0122,paired,P35,train-00006-of-00012.jsonl,2969,oduwsdl__MementoEmbed-131,oduwsdl__MementoEmbed,swe-agent-llama-8b,False,submitted (exit_context),Exception while searching for favicon,101,50,49,40+,0.98,245.59,edit|inspect|run,2383,2448,88.717,matched success/failure trajectory for the same task and model
CASE-0123,paired,P36,train-00007-of-00012.jsonl,4524,allrod5__parameters-validation-6,allrod5__parameters-validation,swe-agent-llama-8b,True,submitted,`strongly_typed` validation does not work with default parameters,79,39,38,20-39,0.974359,231.79,edit|inspect|other|run,1174,1958,89.238,matched success/failure trajectory for the same task and model
CASE-0124,paired,P36,train-00007-of-00012.jsonl,4522,allrod5__parameters-validation-6,allrod5__parameters-validation,swe-agent-llama-8b,False,submitted,`strongly_typed` validation does not work with default parameters,39,19,18,10-19,0.947368,256.83,edit|inspect|other|run,1095,1959,79.549,matched success/failure trajectory for the same task and model
CASE-0125,paired,P37,train-00011-of-00012.jsonl,5862,nackjicholson__aiosql-25,nackjicholson__aiosql,swe-agent-llama-8b,True,submitted,Trailing lines in SQL causes a parse exception.,53,26,25,20-39,0.961538,240.68,edit|inspect|other|run|test,498,1854,88.8,matched success/failure trajectory for the same task and model
CASE-0126,paired,P37,train-00011-of-00012.jsonl,5866,nackjicholson__aiosql-25,nackjicholson__aiosql,swe-agent-llama-8b,False,submitted,Trailing lines in SQL causes a parse exception.,35,17,16,10-19,0.941176,240.5,edit|inspect|other|run,400,1854,77.989,matched success/failure trajectory for the same task and model
CASE-0127,paired,P38,train-00008-of-00012.jsonl,1436,RPing__influx-prompt-17,RPing__influx-prompt,swe-agent-llama-8b,True,submitted,Empty values bug,23,11,10,10-19,0.909091,332.0,edit|inspect|other|run,502,2576,75.122,matched success/failure trajectory for the same task and model
CASE-0128,paired,P38,train-00008-of-00012.jsonl,1442,RPing__influx-prompt-17,RPing__influx-prompt,swe-agent-llama-8b,False,submitted (exit_context),Empty values bug,95,47,46,40+,0.978723,340.65,edit|inspect|run,2831,2760,91.414,matched success/failure trajectory for the same task and model
CASE-0129,paired,P39,train-00006-of-00012.jsonl,5792,iterative__dvc-4568,iterative__dvc,swe-agent-llama-70b,True,submitted,config: deep remote:// notation is broken,81,40,39,20-39,0.975,394.9,edit|inspect|other|run|test,1344,1799,99.125,matched success/failure trajectory for the same task and model
CASE-0130,paired,P39,train-00006-of-00012.jsonl,5758,iterative__dvc-4568,iterative__dvc,swe-agent-llama-70b,False,submitted,config: deep remote:// notation is broken,105,52,51,40+,0.980769,356.35,edit|inspect|other|test,764,1749,95.712,matched success/failure trajectory for the same task and model
CASE-0131,paired,P40,train-00007-of-00012.jsonl,6653,pyout__pyout-92,pyout__pyout,swe-agent-llama-70b,True,submitted (exit_context),"gets stuck or pukes error if there is ""interval"" but value is a string",153,76,75,40+,0.986842,351.08,edit|inspect|other|run|test,13912,9510,97.803,matched success/failure trajectory for the same task and model
CASE-0132,paired,P40,train-00007-of-00012.jsonl,6630,pyout__pyout-92,pyout__pyout,swe-agent-llama-70b,False,submitted,"gets stuck or pukes error if there is ""interval"" but value is a string",85,42,37,20-39,0.880952,318.73,edit|inspect|other|run|test,2465,8336,95.821,matched success/failure trajectory for the same task and model
CASE-0133,paired,P41,train-00009-of-00012.jsonl,4238,tianocore__edk2-pytool-extensions-125,tianocore__edk2-pytool-extensions,swe-agent-llama-70b,True,submitted (exit_context),Git Dependencies causes error with version aggregator,109,54,48,40+,0.888889,372.23,edit|inspect|other|run|test,3661,3871,98.333,matched success/failure trajectory for the same task and model
CASE-0134,paired,P41,train-00009-of-00012.jsonl,4228,tianocore__edk2-pytool-extensions-125,tianocore__edk2-pytool-extensions,swe-agent-llama-70b,False,submitted,Git Dependencies causes error with version aggregator,105,52,49,40+,0.942308,323.98,edit|inspect|other|test,3434,3726,96.391,matched success/failure trajectory for the same task and model
CASE-0135,paired,P42,train-00003-of-00012.jsonl,333,Azure__msrest-for-python-189,Azure__msrest-for-python,swe-agent-llama-70b,True,submitted,"Validation failed if string is valid integer, but minimum/maximum is used.",83,41,39,20-39,0.95122,356.74,edit|inspect|other|run|test,1870,7900,98.768,matched success/failure trajectory for the same task and model
CASE-0136,paired,P42,train-00003-of-00012.jsonl,349,Azure__msrest-for-python-189,Azure__msrest-for-python,swe-agent-llama-70b,False,submitted (exit_context),"Validation failed if string is valid integer, but minimum/maximum is used.",93,46,45,40+,0.978261,359.24,edit|inspect|other|run,1521,7924,93.674,matched success/failure trajectory for the same task and model
CASE-0137,paired,P43,train-00010-of-00012.jsonl,4812,CycloneDX__cyclonedx-python-348,CycloneDX__cyclonedx-python,swe-agent-llama-70b,True,submitted,bug: hashes not always included in BOM when present in Pipfile.lock,81,40,39,20-39,0.975,366.21,edit|inspect|other|test,5962,2131,97.125,matched success/failure trajectory for the same task and model
CASE-0138,paired,P43,train-00010-of-00012.jsonl,4814,CycloneDX__cyclonedx-python-348,CycloneDX__cyclonedx-python,swe-agent-llama-70b,False,submitted (exit_context),bug: hashes not always included in BOM when present in Pipfile.lock,181,90,89,40+,0.988889,269.37,edit|inspect|other|run|test,368,1793,95.53,matched success/failure trajectory for the same task and model
CASE-0139,paired,P44,train-00009-of-00012.jsonl,6043,beetbox__mediafile-64,beetbox__mediafile,swe-agent-llama-70b,True,submitted (exit_context),List fields don't return None if the tag doesn't exist,99,49,48,40+,0.979592,319.94,edit|inspect|other|test,1519,28586,96.835,matched success/failure trajectory for the same task and model
CASE-0140,paired,P44,train-00009-of-00012.jsonl,6055,beetbox__mediafile-64,beetbox__mediafile,swe-agent-llama-70b,False,submitted,List fields don't return None if the tag doesn't exist,115,57,56,40+,0.982456,332.16,edit|inspect|other|run|test,1016,28666,97.227,matched success/failure trajectory for the same task and model
CASE-0141,paired,P45,train-00011-of-00012.jsonl,555,Bachmann1234__diff_cover-210,Bachmann1234__diff_cover,swe-agent-llama-70b,True,submitted (exit_context),why HTML&JSON reports are prohibited and why they cannot be generated at the same time,89,44,43,40+,0.977273,449.7,edit|inspect|other|run|test,1131,2152,99.659,matched success/failure trajectory for the same task and model
CASE-0142,paired,P45,train-00011-of-00012.jsonl,508,Bachmann1234__diff_cover-210,Bachmann1234__diff_cover,swe-agent-llama-70b,False,submitted,why HTML&JSON reports are prohibited and why they cannot be generated at the same time,63,31,30,20-39,0.967742,1095.13,edit|inspect|run|test,14203,2544,92.516,matched success/failure trajectory for the same task and model
CASE-0143,paired,P46,train-00008-of-00012.jsonl,5097,gahjelle__pyplugs-29,gahjelle__pyplugs,swe-agent-llama-70b,True,submitted,`.exists()` crashes for non-existing packages,79,39,38,20-39,0.974359,449.34,edit|inspect|other|run,675,2698,92.615,matched success/failure trajectory for the same task and model
CASE-0144,paired,P46,train-00008-of-00012.jsonl,5073,gahjelle__pyplugs-29,gahjelle__pyplugs,swe-agent-llama-70b,False,submitted (exit_context),`.exists()` crashes for non-existing packages,103,51,49,40+,0.960784,383.41,edit|inspect|other|run|test,5117,2874,99.412,matched success/failure trajectory for the same task and model
CASE-0145,paired,P47,train-00010-of-00012.jsonl,3782,gouline__dbt-metabase-158,gouline__dbt-metabase,swe-agent-llama-70b,True,submitted (exit_context),Relationship tests read incorrectly to determine fk_target_table,89,44,43,40+,0.977273,301.42,edit|inspect|other|test,2178,1885,96.271,matched success/failure trajectory for the same task and model
CASE-0146,paired,P47,train-00010-of-00012.jsonl,3759,gouline__dbt-metabase-158,gouline__dbt-metabase,swe-agent-llama-70b,False,submitted (exit_context),Relationship tests read incorrectly to determine fk_target_table,85,42,41,40+,0.97619,347.12,edit|inspect|other|test,4842,1938,97.561,matched success/failure trajectory for the same task and model
CASE-0147,paired,P48,train-00003-of-00012.jsonl,2904,Backblaze__B2_Command_Line_Tool-420,Backblaze__B2_Command_Line_Tool,swe-agent-llama-70b,True,submitted (exit_context),--excludeDirRegex does not work when source is B2,95,47,46,40+,0.978723,660.7,edit|inspect|test,2047,2124,95.681,matched success/failure trajectory for the same task and model
CASE-0148,paired,P48,train-00003-of-00012.jsonl,2882,Backblaze__B2_Command_Line_Tool-420,Backblaze__B2_Command_Line_Tool,swe-agent-llama-70b,False,submitted (exit_context),--excludeDirRegex does not work when source is B2,101,50,49,40+,0.98,352.24,edit|inspect|other|test,3205,1994,97.7,matched success/failure trajectory for the same task and model
CASE-0149,paired,P49,train-00005-of-00012.jsonl,2110,zhmcclient__python-zhmcclient-142,zhmcclient__python-zhmcclient,swe-agent-llama-70b,True,submitted (exit_context),Regression: findall() raises NotFound Error when searching by name and nothing was found,85,42,41,40+,0.97619,258.51,edit|inspect|other|test,3057,1992,95.029,matched success/failure trajectory for the same task and model
CASE-0150,paired,P49,train-00005-of-00012.jsonl,2139,zhmcclient__python-zhmcclient-142,zhmcclient__python-zhmcclient,swe-agent-llama-70b,False,submitted (exit_context),Regression: findall() raises NotFound Error when searching by name and nothing was found,75,37,36,20-39,0.972973,359.86,edit|inspect|other|test,7603,2080,95.595,matched success/failure trajectory for the same task and model
CASE-0151,paired,P50,train-00001-of-00012.jsonl,2811,python__cherry-picker-110,python__cherry-picker,swe-agent-llama-70b,True,submitted,Username detection fails with a trailing slash,79,39,37,20-39,0.948718,309.27,edit|inspect|other|test,711,22120,94.567,matched success/failure trajectory for the same task and model
CASE-0152,paired,P50,train-00001-of-00012.jsonl,2809,python__cherry-picker-110,python__cherry-picker,swe-agent-llama-70b,False,submitted (exit_context),Username detection fails with a trailing slash,107,53,52,40+,0.981132,309.4,edit|inspect|other|run|test,4728,2649,96.557,matched success/failure trajectory for the same task and model
CASE-0153,paired,P51,train-00010-of-00012.jsonl,1865,scikit-hep__hist-247,scikit-hep__hist,swe-agent-llama-70b,True,submitted (exit_context),[BUG] Integer axes counts as category for plot,89,44,43,40+,0.977273,268.47,edit|inspect|other|test,2836,1680,95.33,matched success/failure trajectory for the same task and model
CASE-0154,paired,P51,train-00010-of-00012.jsonl,1867,scikit-hep__hist-247,scikit-hep__hist,swe-agent-llama-70b,False,submitted,[BUG] Integer axes counts as category for plot,81,40,39,20-39,0.975,292.72,edit|inspect|other|test,641,1637,95.488,matched success/failure trajectory for the same task and model
CASE-0155,paired,P52,train-00002-of-00012.jsonl,3562,barrust__pyspellchecker-101,barrust__pyspellchecker,swe-agent-llama-70b,True,submitted,Case Sensitive bug,91,45,44,40+,0.977778,417.48,edit|inspect|other|test,1048,5085,97.667,matched success/failure trajectory for the same task and model
CASE-0156,paired,P52,train-00002-of-00012.jsonl,3559,barrust__pyspellchecker-101,barrust__pyspellchecker,swe-agent-llama-70b,False,submitted,Case Sensitive bug,69,34,33,20-39,0.970588,368.45,edit|inspect|other|test,1642,5112,94.059,matched success/failure trajectory for the same task and model
CASE-0157,paired,P53,train-00008-of-00012.jsonl,4422,simphony__simphony-remote-117,simphony__simphony-remote,swe-agent-llama-70b,True,submitted (exit_context),remoteapprest app start error due to unfound `base_url`,127,63,61,40+,0.968254,230.36,edit|inspect|other|run|test,2333,2906,94.106,matched success/failure trajectory for the same task and model
CASE-0158,paired,P53,train-00008-of-00012.jsonl,4438,simphony__simphony-remote-117,simphony__simphony-remote,swe-agent-llama-70b,False,submitted,remoteapprest app start error due to unfound `base_url`,107,53,52,40+,0.981132,379.92,edit|inspect|other|run|test,1480,2901,97.717,matched success/failure trajectory for the same task and model
CASE-0159,paired,P54,train-00004-of-00012.jsonl,4769,PyFilesystem__pyfilesystem2-396,PyFilesystem__pyfilesystem2,swe-agent-llama-70b,True,submitted (exit_context),fs/_ftp_parse.py fails when parsing directory listing on NT format if folder or filename contains AM or PM,121,60,59,40+,0.983333,384.8,edit|inspect|other|test,1738,1986,95.75,matched success/failure trajectory for the same task and model
CASE-0160,paired,P54,train-00004-of-00012.jsonl,4767,PyFilesystem__pyfilesystem2-396,PyFilesystem__pyfilesystem2,swe-agent-llama-70b,False,submitted (exit_context),fs/_ftp_parse.py fails when parsing directory listing on NT format if folder or filename contains AM or PM,85,42,41,40+,0.97619,285.88,edit|inspect|other|test,1505,2000,95.811,matched success/failure trajectory for the same task and model
CASE-0161,paired,P55,train-00008-of-00012.jsonl,3046,spdx__tools-python-757,spdx__tools-python,swe-agent-llama-70b,True,submitted,Conversion from JSON tag:value gives invalid SPDX,63,31,30,20-39,0.967742,443.2,edit|inspect|other|test,730,2570,92.516,matched success/failure trajectory for the same task and model
CASE-0162,paired,P55,train-00008-of-00012.jsonl,3040,spdx__tools-python-757,spdx__tools-python,swe-agent-llama-70b,False,submitted,Conversion from JSON tag:value gives invalid SPDX,89,44,42,40+,0.954545,364.88,edit|inspect|other|test,2090,2642,97.318,matched success/failure trajectory for the same task and model
CASE-0163,paired,P56,train-00001-of-00012.jsonl,1123,palantir__python-language-server-211,palantir__python-language-server,swe-agent-llama-70b,True,submitted,Fix ignored and select settings interface with pycodestyle,103,51,50,40+,0.980392,344.62,edit|inspect|other|test,801,5402,97.552,matched success/failure trajectory for the same task and model
CASE-0164,paired,P56,train-00001-of-00012.jsonl,1125,palantir__python-language-server-211,palantir__python-language-server,swe-agent-llama-70b,False,submitted,Fix ignored and select settings interface with pycodestyle,85,42,40,40+,0.952381,269.52,edit|inspect|other|test,974,5414,94.986,matched success/failure trajectory for the same task and model
CASE-0165,paired,P57,train-00009-of-00012.jsonl,3148,Infinidat__munch-93,Infinidat__munch,swe-agent-llama-70b,True,submitted,munchify broken?,67,33,32,20-39,0.969697,370.59,edit|inspect|other|run,646,7578,89.545,matched success/failure trajectory for the same task and model
CASE-0166,paired,P57,train-00009-of-00012.jsonl,3152,Infinidat__munch-93,Infinidat__munch,swe-agent-llama-70b,False,submitted,munchify broken?,85,42,41,40+,0.97619,433.2,edit|inspect|other|run|test,2024,7775,99.643,matched success/failure trajectory for the same task and model
CASE-0167,paired,P58,train-00007-of-00012.jsonl,129,Turbo87__utm-31,Turbo87__utm,swe-agent-llama-70b,True,submitted,UTM zone exceptions error,105,52,51,40+,0.980769,255.59,edit|inspect|other|run|test,22220,4326,95.014,matched success/failure trajectory for the same task and model
CASE-0168,paired,P58,train-00007-of-00012.jsonl,94,Turbo87__utm-31,Turbo87__utm,swe-agent-llama-70b,False,submitted (exit_context),UTM zone exceptions error,67,33,32,20-39,0.969697,397.09,edit|inspect|other|test,1953,2145,93.545,matched success/failure trajectory for the same task and model
CASE-0169,paired,P59,train-00009-of-00012.jsonl,3667,mathLab__EZyRB-213,mathLab__EZyRB,swe-agent-llama-70b,True,submitted (exit_context),LOO error is an absolute error,97,48,46,40+,0.958333,389.93,edit|inspect|other|test,1960,3124,97.375,matched success/failure trajectory for the same task and model
CASE-0170,paired,P59,train-00009-of-00012.jsonl,3675,mathLab__EZyRB-213,mathLab__EZyRB,swe-agent-llama-70b,False,submitted (exit_context),LOO error is an absolute error,73,36,31,20-39,0.861111,402.9,edit|inspect|other|test,1763,3058,91.417,matched success/failure trajectory for the same task and model
CASE-0171,paired,P60,train-00003-of-00012.jsonl,3911,rigetti__pyquil-1694,rigetti__pyquil,swe-agent-llama-70b,True,submitted,Bug: QPU.execution_options not used for QPU.retrieve_results,89,44,43,40+,0.977273,270.93,edit|inspect|other|test,1414,2013,95.4,matched success/failure trajectory for the same task and model
CASE-0172,paired,P60,train-00003-of-00012.jsonl,3913,rigetti__pyquil-1694,rigetti__pyquil,swe-agent-llama-70b,False,submitted (exit_context),Bug: QPU.execution_options not used for QPU.retrieve_results,65,32,31,20-39,0.96875,363.06,edit|inspect|other|test,2809,2563,93.031,matched success/failure trajectory for the same task and model
CASE-0173,paired,P61,train-00008-of-00012.jsonl,6187,cunla__fakeredis-py-109,cunla__fakeredis-py,swe-agent-llama-70b,True,submitted,AttributeError: 'FakeSocket' object has no attribute '_type',89,44,43,40+,0.977273,240.56,edit|inspect|other|run,1377,16522,90.532,matched success/failure trajectory for the same task and model
CASE-0174,paired,P61,train-00008-of-00012.jsonl,6193,cunla__fakeredis-py-109,cunla__fakeredis-py,swe-agent-llama-70b,False,submitted,AttributeError: 'FakeSocket' object has no attribute '_type',79,39,38,20-39,0.974359,311.05,edit|inspect|other|run|test,3238,16578,97.503,matched success/failure trajectory for the same task and model
CASE-0175,paired,P62,train-00006-of-00012.jsonl,4661,pydicom__pydicom-1031,pydicom__pydicom,swe-agent-llama-70b,True,submitted (exit_context),Crash writing DICOM with 1.4.0,133,66,62,40+,0.939394,324.82,edit|inspect|other|run|test,2276,84110,96.371,matched success/failure trajectory for the same task and model
CASE-0176,paired,P62,train-00006-of-00012.jsonl,4679,pydicom__pydicom-1031,pydicom__pydicom,swe-agent-llama-70b,False,submitted (exit_context),Crash writing DICOM with 1.4.0,101,50,48,40+,0.96,381.5,edit|inspect|other|run,1377,84096,93.4,matched success/failure trajectory for the same task and model
CASE-0177,paired,P63,train-00002-of-00012.jsonl,3401,Textualize__textual-441,Textualize__textual,swe-agent-llama-70b,True,submitted,[textual][bug] CSS rule parsing fails when the name of the colour we pass contains a digit,69,34,33,20-39,0.970588,287.97,edit|inspect|other|test,1029,3263,92.287,matched success/failure trajectory for the same task and model
CASE-0178,paired,P63,train-00002-of-00012.jsonl,3364,Textualize__textual-441,Textualize__textual,swe-agent-llama-70b,False,submitted,[textual][bug] CSS rule parsing fails when the name of the colour we pass contains a digit,123,61,60,40+,0.983607,290.28,edit|inspect|other|run|test,1971,2464,96.048,matched success/failure trajectory for the same task and model
